Rank,Player,Nationality,Position,Age,Birth_Year,Matches_Played,Games_Started,Minutes,X90s_Played,Goals_Per_90,Assists_Per_90,Goals_Plus_Assists_Per_90,Non_Penalty_Goals_Per_90,Non_Penalty_Goals_Plus_Assists_Per_90,Expected_Goals_Per_90,Exp_Assisted_Goals_Per_90,Exp_Goals_Plus_Exp_Assists_Per_90,Non_Penalty_xG_Per_90,Non_Penalty_xG_Plus_Exp_Assists_Per_90,Progressive_Carries_Per_90,Progressive_Passes_Per_90,Progressive_Passes_Received_Per_90,Yellow_Cards_Per_90,Red_Cards_Per_90,Penalties_Attempted_Per_90,Tackles_Per_90,Tackles_Won_Per_90,Tackles_Def_3rd_Per_90,Tackles_Mid_3rd_Per_90,Tackles_Att_3rd_Per_90,Dribblers_Tackled_Per_90,Dribbles_Challenged_Per_90,Challenges_Lost_Per_90,Blocks_Per_90,Shots_Blocked_Per_90,Passes_Blocked_Per_90,Interceptions_Per_90,Tackles_Plus_Interceptions_Per_90,Clearances_Per_90,Errors_Leading_To_Shot_Per_90,name_key_1,comp_key_1,player_market_value_euro,current_club,comp_name,player_url,Main_Position,tactical_roles_kmeans,tactical_roles_hdbscan,tactical_role_name,umap_x,umap_y,hdbscan_probabilities,model_label
771,Abdoulaye Doucouré,ml MLI,MF,31,1993,33,31,2564,28.5,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,1.4736842105263157,2.8771929824561404,3.3684210526315788,0.175438596491228,0.0350877192982456,0.0,1.6842105263157894,0.9824561403508772,0.7368421052631579,0.7017543859649122,0.2456140350877192,0.4912280701754385,1.5087719298245614,1.0175438596491229,1.087719298245614,0.2105263157894736,0.8771929824561403,0.3508771929824561,2.0350877192982457,0.7017543859649122,0.0350877192982456,ABDOULAYE DOUCOURE,ABDOULAYE DOUCOURE_1993,7000000.0,NEOM SC,Premier League,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187,MF,4,6,Box-box / All rounder,5.1702127,5.6533313,1.0,7
2617,Abdoulaye Touré,gn GUI,MF,30,1994,28,26,2324,25.8,0.39,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1,0.6589147286821705,4.224806201550387,1.0852713178294573,0.193798449612403,0.0,0.3488372093023256,2.3643410852713176,1.317829457364341,1.2015503875968991,0.813953488372093,0.3488372093023256,1.2790697674418603,2.2868217054263567,1.007751937984496,1.3953488372093024,0.7364341085271318,0.6589147286821705,1.317829457364341,3.682170542635659,1.627906976744186,0.193798449612403,ABDOULAYE TOURE,ABDOULAYE TOURE_1994,3000000.0,Le Havre AC,Ligue 1,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382,MF,1,5,Fullback / Wingbacks / Overlappers,8.149914,5.289322,0.8159547553526397,6
1353,Abdukodir Khusanov,uz UZB,DF,20,2004,13,11,975,10.8,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,0.1851851851851851,3.9814814814814814,0.5555555555555555,0.1851851851851851,0.0925925925925925,0.0,1.3888888888888888,1.0185185185185184,0.8333333333333333,0.4629629629629629,0.0925925925925925,0.6481481481481481,1.0185185185185184,0.3703703703703703,1.574074074074074,1.0185185185185184,0.5555555555555555,2.4074074074074074,3.796296296296296,5.277777777777778,0.0,ABDUKODIR KHUSANOV,ABDUKODIR KHUSANOV_2004,35000000.0,Manchester City,Premier League,https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079,DF,3,1,Traditional Centre Backs / Blockers ,9.672525,7.558299,0.6616116335370746,2
875,Abdul Fatawu Issahaku,gh GHA,FW,20,2004,11,6,579,6.4,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,6.5625,2.65625,9.375,0.0,0.0,0.0,3.28125,2.34375,2.03125,0.3125,0.9375,1.71875,2.96875,1.25,1.09375,0.0,1.09375,0.625,3.90625,1.875,0.0,ABDUL FATAWU ISSAHAKU,ABDUL FATAWU ISSAHAKU_2004,11000000.0,Leicester City,Premier League,https://www.transfermarkt.com/abdul-fatawu/profil/spieler/864121,FW,2,-1,Hybrid Players,5.653266,3.858755,0.0,0
1818,Abdul Mumin,gh GHA,DF,26,1998,24,24,2017,22.4,0.09,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,0.5357142857142857,1.7857142857142858,0.2678571428571428,0.2678571428571428,0.0446428571428571,0.0,1.6517857142857144,1.1160714285714286,1.3392857142857144,0.3125,0.0,0.7589285714285715,1.205357142857143,0.4464285714285714,1.7857142857142858,1.2946428571428572,0.4910714285714286,1.0267857142857144,2.678571428571429,5.580357142857143,0.0,ABDUL MUMIN,ABDUL MUMIN_1998,5000000.0,Rayo Vallecano,LaLiga,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801,DF,3,1,Traditional Centre Backs / Blockers ,10.275983,9.101057,0.8893718038154287,2
2150,Abdón Prats,es ESP,"FW,MF",31,1992,24,3,456,5.1,0.39,0.0,0.39,0.2,0.2,0.45,0.03,0.47,0.29,0.32,0.0,1.3725490196078431,2.7450980392156863,0.7843137254901962,0.0,0.196078431372549,0.3921568627450981,0.196078431372549,0.196078431372549,0.196078431372549,0.0,0.196078431372549,0.3921568627450981,0.196078431372549,0.3921568627450981,0.196078431372549,0.196078431372549,0.196078431372549,0.5882352941176471,0.9803921568627452,0.0,ABDON PRATS,ABDON PRATS_1992,1200000.0,RCD Mallorca,LaLiga,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452,FW,0,0,Goals Scorers / Finishers,0.6666595,7.6094666,1.0,1
391,Abel Bretones,es ESP,DF,23,2000,35,20,2074,23.0,0.09,0.0,0.09,0.09,0.09,0.02,0.05,0.07,0.02,0.07,2.1739130434782608,3.347826086956522,4.0,0.1304347826086956,0.0,0.0,2.652173913043478,1.608695652173913,1.2173913043478262,1.0869565217391304,0.3478260869565217,1.6956521739130437,2.739130434782609,1.0434782608695652,1.2608695652173914,0.1739130434782608,1.0869565217391304,0.782608695652174,3.4347826086956523,2.782608695652174,0.0869565217391304,ABEL BRETONES,ABEL BRETONES_2000,4000000.0,CA Osasuna,LaLiga,https://www.transfermarkt.com/abel-bretones/profil/spieler/658115,DF,1,3,Ball Winners / Enforcers / Press Specialists,7.276169,3.6781573,1.0,4
2274,Abel Ruiz,es ESP,FW,24,2000,23,17,1346,15.0,0.27,0.0,0.27,0.2,0.2,0.31,0.03,0.34,0.2,0.23,1.4,1.5333333333333334,4.733333333333333,0.2,0.0,0.1333333333333333,0.4,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.1333333333333333,0.3333333333333333,0.3333333333333333,0.7333333333333333,0.4666666666666667,0.0,ABEL RUIZ,ABEL RUIZ_2000,4000000.0,Girona FC,LaLiga,https://www.transfermarkt.com/abel-ruiz/profil/spieler/340376,FW,0,0,Goals Scorers / Finishers,1.0641541,7.5482497,1.0,1
14,Abner,br BRA,DF,24,2000,19,12,1090,12.1,0.08,0.08,0.17,0.08,0.17,0.05,0.09,0.14,0.05,0.14,2.56198347107438,5.454545454545455,4.545454545454546,0.0826446280991735,0.0,0.0,2.396694214876033,1.6528925619834711,0.9917355371900828,0.8264462809917356,0.578512396694215,1.7355371900826446,2.644628099173554,0.9090909090909092,1.2396694214876034,0.1652892561983471,1.0743801652892562,0.4132231404958678,2.809917355371901,3.388429752066116,0.0,ABNER,ABNER_2000,7000000.0,Olympique Lyon,Ligue 1,https://www.transfermarkt.com/abner/profil/spieler/646402,DF,1,3,Ball Winners / Enforcers / Press Specialists,6.682363,3.773741,0.7316696099944171,4
1118,Achraf Hakimi,ma MAR,DF,25,1998,25,24,2066,23.0,0.17,0.26,0.44,0.17,0.44,0.13,0.27,0.4,0.13,0.4,4.043478260869565,7.956521739130435,11.869565217391305,0.1739130434782608,0.0,0.0,2.0869565217391304,1.565217391304348,0.782608695652174,0.8695652173913043,0.4347826086956521,1.173913043478261,2.391304347826087,1.2173913043478262,1.0869565217391304,0.0869565217391304,1.0,1.3478260869565215,3.4347826086956523,0.782608695652174,0.1304347826086956,ACHRAF HAKIMI,ACHRAF HAKIMI_1998,80000000.0,Paris Saint-Germain,Ligue 1,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,DF,2,2,Creators / Deep Lying Playmakers / Tempo Dictators,4.6809444,3.6027913,1.0,3
152,Adam Armstrong,eng ENG,"FW,MF",27,1997,20,15,1248,13.9,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,1.7985611510791366,1.5107913669064748,5.683453237410072,0.2877697841726618,0.0,0.0719424460431654,0.8633093525179856,0.2158273381294964,0.1438848920863309,0.5035971223021583,0.2158273381294964,0.2158273381294964,1.0071942446043165,0.7913669064748201,0.4316546762589928,0.0719424460431654,0.3597122302158273,0.2158273381294964,1.079136690647482,0.5755395683453237,0.0,ADAM ARMSTRONG,ADAM ARMSTRONG_1997,12000000.0,Wolverhampton Wanderers,Premier League,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,FW,0,0,Goals Scorers / Finishers,1.639292,6.87486,0.9388921257651202,1
188,Adam Aznou,ma MAR,DF,18,2006,13,10,876,9.7,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,1.6494845360824744,2.577319587628866,2.680412371134021,0.1030927835051546,0.0,0.0,2.8865979381443303,2.164948453608248,2.061855670103093,0.8247422680412372,0.0,2.164948453608248,4.43298969072165,2.2680412371134024,2.4742268041237114,0.8247422680412372,1.6494845360824744,1.0309278350515465,3.9175257731958766,3.0927835051546397,0.0,ADAM AZNOU,ADAM AZNOU_2006,4000000.0,Everton FC,LaLiga,https://www.transfermarkt.com/adam-aznou/profil/spieler/938146,DF,1,3,Ball Winners / Enforcers / Press Specialists,7.8465805,2.9319746,0.8579036669997768,4
1166,Adam Hložek,cz CZE,"FW,MF",22,2002,27,22,1871,20.8,0.38,0.19,0.58,0.38,0.58,0.27,0.17,0.44,0.27,0.44,2.5961538461538463,3.269230769230769,4.903846153846153,0.0961538461538461,0.0,0.0,1.0576923076923077,0.4807692307692307,0.3365384615384615,0.3846153846153846,0.3365384615384615,0.5288461538461539,0.9615384615384616,0.4326923076923076,0.625,0.048076923076923,0.5769230769230769,0.1923076923076923,1.25,0.9615384615384616,0.0,ADAM HLOZEK,ADAM HLOZEK_2002,18000000.0,TSG 1899 Hoffenheim,Bundesliga,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,FW,0,-1,Hybrid Players,1.3913484,5.2168126,0.0,0
1659,Adam Marušić,me MNE,DF,31,1992,35,26,2337,26.0,0.15,0.0,0.15,0.15,0.15,0.08,0.02,0.1,0.08,0.1,0.8846153846153846,3.230769230769231,4.153846153846154,0.0384615384615384,0.0,0.0,1.2307692307692308,0.7692307692307693,0.6923076923076923,0.4615384615384615,0.0769230769230769,0.6923076923076923,1.1538461538461535,0.4615384615384615,0.6923076923076923,0.3076923076923077,0.3846153846153846,0.6153846153846154,1.8461538461538465,2.3461538461538463,0.0,ADAM MARUSIC,ADAM MARUSIC_1992,3500000.0,SS Lazio,Serie A,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802,DF,4,-1,Hybrid Players,6.555774,7.2333426,0.0,0
1662,Adam Masina,ma MAR,DF,30,1994,28,20,1919,21.3,0.05,0.09,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05,0.704225352112676,3.4272300469483565,0.4694835680751174,0.2347417840375587,0.0,0.0,1.5492957746478873,0.704225352112676,1.0328638497652582,0.4694835680751174,0.0469483568075117,1.07981220657277,1.8779342723004693,0.7981220657276995,1.3145539906103283,0.704225352112676,0.6103286384976525,1.2676056338028168,2.816901408450704,4.460093896713615,0.0938967136150234,ADAM MASINA,ADAM MASINA_1994,1500000.0,Without Club,Serie A,https://www.transfermarkt.com/adam-masina/profil/spieler/286949,DF,3,1,Traditional Centre Backs / Blockers ,9.10216,8.236152,0.825340553574111,2
1938,Adam Obert,sk SVK,DF,21,2002,21,13,1077,12.0,0.08,0.08,0.17,0.08,0.17,0.07,0.03,0.11,0.07,0.11,1.0,4.166666666666667,1.5833333333333333,0.3333333333333333,0.0,0.0,2.583333333333333,1.5,1.0,1.4166666666666667,0.1666666666666666,1.3333333333333333,2.25,0.9166666666666666,1.5833333333333333,0.5833333333333334,1.0,1.9166666666666667,4.5,4.0,0.1666666666666666,ADAM OBERT,ADAM OBERT_2002,3000000.0,Cagliari Calcio,Serie A,https://www.transfermarkt.com/adam-obert/profil/spieler/568333,DF,1,-1,Hybrid Players,9.102807,5.566328,0.0,0
2455,Adam Smith,eng ENG,DF,33,1991,25,19,1590,17.7,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,0.8474576271186441,2.768361581920904,1.92090395480226,0.3954802259887006,0.0,0.0,1.355932203389831,0.6779661016949153,0.6214689265536724,0.3954802259887006,0.3389830508474576,0.7909604519774012,1.5254237288135597,0.7344632768361582,0.7344632768361582,0.2824858757062147,0.4519774011299435,0.8474576271186441,2.2033898305084745,2.768361581920904,0.0564971751412429,ADAM SMITH,ADAM SMITH_1991,750000.0,AFC Bournemouth,Premier League,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,DF,4,-1,Hybrid Players,6.8412313,7.326922,0.0,0
2753,Adam Webster,eng ENG,DF,29,1995,14,11,887,9.9,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,0.8080808080808081,6.363636363636363,0.202020202020202,0.101010101010101,0.0,0.0,1.0101010101010102,0.6060606060606061,0.5050505050505051,0.404040404040404,0.101010101010101,0.6060606060606061,1.414141414141414,0.8080808080808081,1.616161616161616,0.9090909090909092,0.7070707070707071,2.0202020202020203,3.0303030303030303,4.141414141414141,0.202020202020202,ADAM WEBSTER,ADAM WEBSTER_1995,11000000.0,Brighton & Hove Albion,Premier League,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,DF,3,1,Traditional Centre Backs / Blockers ,9.266608,7.7807326,0.8860041324603217,2
2763,Adam Wharton,eng ENG,MF,20,2004,20,16,1318,14.6,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,0.9589041095890412,7.328767123287672,0.7534246575342466,0.136986301369863,0.0,0.0,2.328767123287671,0.9589041095890412,0.9589041095890412,1.095890410958904,0.273972602739726,1.1643835616438356,3.0136986301369864,1.8493150684931507,0.7534246575342466,0.136986301369863,0.6164383561643836,1.36986301369863,3.6986301369863015,1.8493150684931507,0.0,ADAM WHARTON,ADAM WHARTON_2004,45000000.0,Crystal Palace,Premier League,https://www.transfermarkt.com/adam-wharton/profil/spieler/744149,MF,1,3,Ball Winners / Enforcers / Press Specialists,7.0646434,3.929399,1.0,4
353,Adama Boiro,es ESP,"DF,FW",22,2002,18,13,1101,12.2,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,2.0491803278688527,3.7704918032786887,2.950819672131148,0.2459016393442623,0.0,0.0,1.639344262295082,0.9016393442622952,0.9016393442622952,0.5737704918032788,0.1639344262295082,0.819672131147541,1.2295081967213115,0.4098360655737705,0.819672131147541,0.2459016393442623,0.5737704918032788,0.9836065573770492,2.6229508196721314,2.2131147540983607,0.0819672131147541,ADAMA BOIRO,ADAMA BOIRO_2002,2500000.0,Athletic Bilbao,LaLiga,https://www.transfermarkt.com/adama-boiro/profil/spieler/710671,DF,4,-1,Hybrid Players,7.589798,6.924904,0.0,0
2624,Adama Traoré,es ESP,"FW,MF",28,1996,36,18,1772,19.7,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,5.076142131979696,3.451776649746193,8.17258883248731,0.1522842639593908,0.0,0.0,1.015228426395939,0.6598984771573604,0.4568527918781726,0.3045685279187817,0.2538071065989847,0.2538071065989847,0.6598984771573604,0.4060913705583756,0.3553299492385787,0.0,0.3553299492385787,0.0507614213197969,1.065989847715736,0.3045685279187817,0.2030456852791878,ADAMA TRAORE,ADAMA TRAORE_1996,9000000.0,West Ham United,Premier League,https://www.transfermarkt.com/adama-traore/profil/spieler/204103,FW,2,4,Wingers / Ball Carriers,1.3366401,4.1880517,0.8421486961408811,5
1515,Ademola Lookman,ng NGA,"MF,FW",26,1997,31,28,2247,25.0,0.6,0.2,0.8,0.56,0.76,0.41,0.29,0.7,0.38,0.67,5.68,2.92,12.64,0.16,0.0,0.04,1.28,0.6,0.36,0.6,0.32,0.44,0.76,0.32,0.76,0.0,0.76,0.12,1.4,0.2,0.04,ADEMOLA LOOKMAN,ADEMOLA LOOKMAN_1997,60000000.0,Atlético de Madrid,Serie A,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,MF,2,-1,Hybrid Players,0.7692174,4.613595,0.0,0
1242,Adnan Januzaj,be BEL,"MF,FW",29,1995,18,5,598,6.6,0.3,0.15,0.45,0.3,0.45,0.13,0.16,0.29,0.13,0.29,3.6363636363636367,6.212121212121213,8.787878787878789,0.7575757575757576,0.0,0.0,1.5151515151515151,0.9090909090909092,0.1515151515151515,0.9090909090909092,0.4545454545454546,0.7575757575757576,1.3636363636363638,0.6060606060606061,0.9090909090909092,0.0,0.9090909090909092,0.303030303030303,1.8181818181818183,0.4545454545454546,0.0,ADNAN JANUZAJ,ADNAN JANUZAJ_1995,1200000.0,Sevilla FC,LaLiga,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,MF,2,4,Wingers / Ball Carriers,2.897712,4.1626577,0.7315832437099368,5
1972,Ado Onaiwu,jp JPN,"MF,FW",28,1995,31,9,957,10.6,0.38,0.09,0.47,0.38,0.47,0.37,0.1,0.47,0.37,0.47,1.6037735849056605,3.1132075471698117,6.981132075471699,0.0943396226415094,0.0943396226415094,0.0,1.0377358490566038,0.6603773584905661,0.1886792452830188,0.5660377358490566,0.2830188679245283,0.3773584905660377,1.3207547169811322,0.9433962264150944,1.1320754716981132,0.0,1.1320754716981132,0.2830188679245283,1.3207547169811322,1.1320754716981132,0.0,ADO ONAIWU,ADO ONAIWU_1995,1500000.0,Without Club,Ligue 1,https://www.transfermarkt.com/ado-onaiwu/profil/spieler/308133,MF,0,-1,Hybrid Players,1.974864,5.9104238,0.0,0
836,Adri Embarba,es ESP,"FW,MF",32,1992,35,18,1607,17.9,0.06,0.06,0.11,0.06,0.11,0.12,0.15,0.27,0.12,0.27,2.6256983240223466,2.5139664804469275,6.368715083798883,0.223463687150838,0.0,0.0,2.2905027932960897,1.11731843575419,0.9497206703910616,0.9497206703910616,0.3910614525139665,1.005586592178771,2.6256983240223466,1.6201117318435756,1.005586592178771,0.0558659217877095,0.9497206703910616,0.7262569832402235,3.016759776536313,0.782122905027933,0.111731843575419,ADRI EMBARBA,ADRI EMBARBA_1992,1200000.0,UD Almería,LaLiga,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318,FW,1,6,Box-box / All rounder,4.6046863,4.4458184,0.8732135376885078,7
